time; gps_x; gps_y; gps_z; acc_0; acc_1; acc_2; right_enc; left_enc; odo_acc_x; odo_acc_y; odo_acc_heading; odo_enc_x; odo_enc_y; odo_enc_heading; kalman_enc_x; kalman_enc_y; kalman_enc_heading; kalman_acc_x; kalman_acc_y; kalman_acc_heading
32.976;  2.50937; -1.39866; -3.19856e-05; 6.39218e-06; -0.00179649; 9.81; 202.424; 202.428; 10.8038; -3.04316; 0.00378947; 2.61649; -1.38062; 0.00378947; 51.1012; -11.6108; 0.00378947; 13.5245; -3.69158; 0.00378947
32.992;  2.50937; -1.39866; -3.19856e-05; 4.77594e-06; 0.00039345; 9.81; 202.529; 202.532; 10.8147; -3.04312; 0.00378947; 2.61858; -1.38061; 0.00378947; 51.164; -11.6106; 0.00378947; 13.5384; -3.69153; 0.00378947
33.008;  2.50937; -1.39866; -3.19856e-05; 3.25828e-06; 0.00271163; 9.81; 202.63; 202.622; 10.8256; -3.04304; 0.00757895; 2.62049; -1.38061; 0.00757895; 51.2269; -11.6104; 0.00757895; 13.5522; -3.69147; 0.00757895
33.024;  2.50937; -1.39866; -3.19856e-05; 8.59653e-07; 0.00510667; 9.81; 202.716; 202.727; 10.8365; -3.04302; 0.00126316; 2.6224; -1.38059; 0.00126316; 51.2897; -11.6102; 0.00126316; 13.5661; -3.69137; 0.00126316
33.04;  2.50937; -1.39866; -3.19856e-05; -4.56343e-06; 0.00754624; 9.81; 202.82; 202.828; 10.8474; -3.04299; 0.00252632; 2.62445; -1.38059; 0.00252632; 51.3526; -11.6097; 0.00252632; 13.58; -3.69135; 0.00252632
33.056;  2.50937; -1.39866; -3.19856e-05; -1.0088e-05; 0.00999195; 9.81; 202.936; 202.932; 10.8583; -3.04293; 0.00631579; 2.62665; -1.38058; 0.00631579; 51.4156; -11.6096; 0.00631579; 13.5939; -3.69132; 0.00631579
33.072;  2.50937; -1.39866; -3.19856e-05; -1.56243e-05; 0.012411; 9.81; 203.022; 203.026; 10.8692; -3.04288; 0.00378947; 2.62845; -1.38057; 0.00378947; 51.4786; -11.6094; 0.00378947; 13.6078; -3.69123; 0.00378947
33.088;  2.50937; -1.39866; -3.19856e-05; -2.10917e-05; 0.0147745; 9.80999; 203.134; 203.137; 10.8802; -3.04284; 0.00378947; 2.63068; -1.38056; 0.00378947; 51.5416; -11.609; 0.00378947; 13.6216; -3.69118; 0.00378947
33.104;  2.50937; -1.39866; -3.19856e-05; -2.64367e-05; 0.0170702; 9.80999; 203.234; 203.224; 10.8911; -3.04275; 0.00884211; 2.63255; -1.38056; 0.00884211; 51.6046; -11.6088; 0.00884211; 13.6355; -3.69112; 0.00884211
33.12;  2.50937; -1.39866; -3.19856e-05; -3.02247e-05; 0.01923; 9.80998; 203.332; 203.335; 10.902; -3.04271; 0.00378947; 2.63464; -1.38054; 0.00378947; 51.6677; -11.6086; 0.00378947; 13.6494; -3.691; 0.00378947
33.136;  2.50937; -1.39866; -3.19856e-05; -3.10564e-05; 0.0212643; 9.80998; 203.443; 203.443; 10.9129; -3.04265; 0.00505263; 2.63683; -1.38053; 0.00505263; 51.7308; -11.608; 0.00505263; 13.6633; -3.69095; 0.00505263
33.152;  2.50937; -1.39866; -3.19856e-05; -3.15853e-05; 0.0231358; 9.80997; 203.54; 203.54; 10.9239; -3.04259; 0.00505263; 2.63878; -1.38052; 0.00505263; 51.7939; -11.6078; 0.00505263; 13.6772; -3.69088; 0.00505263
33.168;  2.50937; -1.39866; -3.19856e-05; -3.18412e-05; 0.0248209; 9.80997; 203.641; 203.634; 10.9348; -3.04251; 0.00757895; 2.64072; -1.38051; 0.00757895; 51.8571; -11.6074; 0.00757895; 13.6911; -3.69081; 0.00757895
33.184;  2.50937; -1.39866; -3.19856e-05; -3.18467e-05; 0.0262985; 9.80996; 203.717; 203.731; 10.9457; -3.04251; 1.99927e-15; 2.64245; -1.3805; 1.99927e-15; 51.9203; -11.6071; 1.99927e-15; 13.705; -3.6907; 1.99927e-15
33.2;  2.50937; -1.39866; -3.19856e-05; -3.16197e-05; 0.02755; 9.80996; 203.839; 203.836; 10.9567; -3.04244; 0.00631579; 2.64472; -1.3805; 0.00631579; 51.9835; -11.6066; 0.00631579; 13.7189; -3.6907; 0.00631579
33.216;  2.50937; -1.39866; -3.19856e-05; -3.11754e-05; 0.0285598; 9.80996; 203.929; 203.933; 10.9676; -3.0424; 0.00378947; 2.64659; -1.38048; 0.00378947; 52.0468; -11.6066; 0.00378947; 13.7328; -3.69061; 0.00378947
33.232;  2.50937; -1.39866; -3.19856e-05; -3.05277e-05; 0.029315; 9.80995; 204.059; 204.019; 10.9786; -3.04219; 0.0189474; 2.64875; -1.38048; 0.0189474; 52.1101; -11.6062; 0.0189474; 13.7467; -3.69056; 0.0189474
33.248;  2.50937; -1.39866; -3.19856e-05; -2.96896e-05; 0.0298063; 9.80995; 204.131; 204.134; 10.9895; -3.04215; 0.00378947; 2.65062; -1.38044; 0.00378947; 52.1734; -11.606; 0.00378947; 13.7606; -3.6903; 0.00378947
33.264;  2.63597; -1.39895; -3.19361e-05; -2.86746e-05; 0.0300277; 9.80995; 204.246; 204.235; 11.0005; -3.04206; 0.00884211; 2.65278; -1.38043; 0.00884211; 52.2368; -11.6048; 0.00884211; 13.7746; -3.69024; 0.00884211
33.28;  2.63597; -1.39895; -3.19361e-05; -2.74965e-05; 0.0299764; 9.80995; 204.322; 204.343; 11.0115; -3.04208; -0.00252632; 2.65462; -1.38042; -0.00252632; 52.3001; -11.6046; -0.00252632; 13.7885; -3.69012; -0.00252632
33.296;  2.63597; -1.39895; -3.19361e-05; -2.617e-05; 0.0296533; 9.80995; 204.44; 204.43; 11.0224; -3.04199; 0.00884211; 2.65667; -1.38042; 0.00884211; 52.3636; -11.604; 0.00884211; 13.8024; -3.69016; 0.00884211
33.312;  2.63597; -1.39895; -3.19361e-05; -2.47107e-05; 0.0290628; 9.80995; 204.548; 204.538; 11.0334; -3.04189; 0.00884211; 2.65883; -1.3804; 0.00884211; 52.427; -11.6042; 0.00884211; 13.8164; -3.69003; 0.00884211
33.328;  2.63597; -1.39895; -3.19361e-05; -2.31352e-05; 0.0282127; 9.80996; 204.649; 204.628; 11.0444; -3.04175; 0.0126316; 2.66074; -1.38039; 0.0126316; 52.4905; -11.6036; 0.0126316; 13.8303; -3.68991; 0.0126316
33.344;  2.63597; -1.39895; -3.19361e-05; -2.14611e-05; 0.027114; 9.80996; 204.743; 204.732; 11.0554; -3.04165; 0.00884211; 2.66272; -1.38036; 0.00884211; 52.554; -11.603; 0.00884211; 13.8443; -3.68973; 0.00884211
33.36;  2.63597; -1.39895; -3.19361e-05; -1.97069e-05; 0.0257812; 9.80996; 204.836; 204.84; 11.0664; -3.04161; 0.00378947; 2.66473; -1.38034; 0.00378947; 52.6176; -11.6022; 0.00378947; 13.8583; -3.68961; 0.00378947
33.376;  2.63597; -1.39895; -3.19361e-05; -1.78918e-05; 0.0242315; 9.80997; 204.941; 204.955; 11.0774; -3.04161; 1.99363e-15; 2.66693; -1.38033; 1.99363e-15; 52.6812; -11.6017; 1.99363e-15; 13.8722; -3.68956; 1.99363e-15
33.392;  2.63597; -1.39895; -3.19361e-05; -1.60355e-05; 0.0224852; 9.80997; 205.056; 205.042; 11.0883; -3.0415; 0.0101053; 2.66895; -1.38033; 0.0101053; 52.7448; -11.6014; 0.0101053; 13.8862; -3.68956; 0.0101053
33.408;  2.63597; -1.39895; -3.19361e-05; -1.41583e-05; 0.0205648; 9.80998; 205.128; 205.132; 11.0993; -3.04146; 0.00378947; 2.67057; -1.38032; 0.00378947; 52.8084; -11.6014; 0.00378947; 13.9002; -3.68942; 0.00378947
33.424;  2.63597; -1.39895; -3.19361e-05; -1.22805e-05; 0.0184952; 9.80998; 205.24; 205.24; 11.1103; -3.0414; 0.00505263; 2.67276; -1.38031; 0.00505263; 52.8721; -11.6008; 0.00505263; 13.9142; -3.68936; 0.00505263
33.44;  2.63597; -1.39895; -3.19361e-05; -1.04225e-05; 0.0163031; 9.80999; 205.326; 205.344; 11.1214; -3.04142; -0.00126316; 2.67467; -1.3803; -0.00126316; 52.9358; -11.6006; -0.00126316; 13.9282; -3.68929; -0.00126316
33.456;  2.63597; -1.39895; -3.19361e-05; -8.60456e-06; 0.0140167; 9.80999; 205.43; 205.441; 11.1324; -3.0414; 0.00126316; 2.67669; -1.3803; 0.00126316; 52.9996; -11.6002; 0.00126316; 13.9421; -3.68931; 0.00126316
33.472;  2.63597; -1.39895; -3.19361e-05; -6.84629e-06; 0.0116654; 9.81; 205.528; 205.556; 11.1434; -3.04146; -0.00505263; 2.67881; -1.3803; -0.00505263; 53.0634; -11.6003; -0.00505263; 13.9561; -3.68929; -0.00505263
33.488;  2.63597; -1.39895; -3.19361e-05; -5.16678e-06; 0.00927934; 9.81; 205.632; 205.657; 11.1544; -3.0415; -0.00378947; 2.68086; -1.38031; -0.00378947; 53.1272; -11.6002; -0.00378947; 13.9701; -3.68936; -0.00378947
33.504;  2.63597; -1.39895; -3.19361e-05; -3.58421e-06; 0.00688882; 9.81; 205.762; 205.74; 11.1654; -3.04136; 0.0126316; 2.68299; -1.38032; 0.0126316; 53.191; -11.6006; 0.0126316; 13.9841; -3.68942; 0.0126316
33.52;  2.63597; -1.39895; -3.19361e-05; -2.13611e-06; 0.00452601; 9.81; 205.841; 205.855; 11.1764; -3.04136; 1.98452e-15; 2.68493; -1.38029; 1.98452e-15; 53.2549; -11.6008; 1.98452e-15; 13.9981; -3.68924; 1.98452e-15
33.536;  2.63597; -1.39895; -3.19361e-05; 3.02902e-06; 0.00220716; 9.81; 205.938; 205.949; 11.1874; -3.04135; 0.00126316; 2.68684; -1.38029; 0.00126316; 53.3188; -11.6; 0.00126316; 14.0121; -3.68924; 0.00126316
33.552;  2.63597; -1.39895; -3.19361e-05; 8.56288e-06; -2.35774e-05; 9.81; 206.039; 206.024; 11.1984; -3.04124; 0.0101053; 2.6886; -1.38029; 0.0101053; 53.3827; -11.6; 0.0101053; 14.0261; -3.68922; 0.0101053
33.568;  2.63597; -1.39895; -3.19361e-05; 1.41301e-05; -0.00213406; 9.81; 206.143; 206.143; 11.2094; -3.04118; 0.00505263; 2.69083; -1.38027; 0.00505263; 53.4467; -11.5999; 0.00505263; 14.0401; -3.68908; 0.00505263
33.584;  2.63597; -1.39895; -3.19361e-05; 1.96467e-05; -0.00408697; 9.81; 206.255; 206.244; 11.2204; -3.04108; 0.00884211; 2.69296; -1.38026; 0.00884211; 53.5107; -11.5993; 0.00884211; 14.0541; -3.68901; 0.00884211
33.6;  2.63597; -1.39895; -3.19361e-05; 2.50245e-05; -0.00583601; 9.81; 206.356; 206.345; 11.2314; -3.04099; 0.00884211; 2.69497; -1.38024; 0.00884211; 53.5747; -11.5989; 0.00884211; 14.0681; -3.68889; 0.00884211
33.616;  2.63597; -1.39895; -3.19361e-05; 2.97959e-05; -0.0073672; 9.81; 206.456; 206.471; 11.2425; -3.04099; 1.97932e-15; 2.69724; -1.38022; 1.97932e-15; 53.6388; -11.5984; 1.97932e-15; 14.0821; -3.68876; 1.97932e-15
33.632;  2.63597; -1.39895; -3.19361e-05; 3.09816e-05; -0.00864693; 9.80999; 206.543; 206.536; 11.2535; -3.0409; 0.00757895; 2.69875; -1.38022; 0.00757895; 53.7029; -11.5978; 0.00757895; 14.0961; -3.68876; 0.00757895
33.648;  2.63597; -1.39895; -3.19361e-05; 3.15912e-05; -0.00964285; 9.80999; 206.651; 206.633; 11.2645; -3.04078; 0.0113684; 2.70081; -1.38021; 0.0113684; 53.767; -11.5978; 0.0113684; 14.1101; -3.68866; 0.0113684
33.664;  2.63597; -1.39895; -3.19361e-05; 3.19155e-05; -0.010341; 9.80999; 206.755; 206.752; 11.2755; -3.04071; 0.00631579; 2.70304; -1.38018; 0.00631579; 53.8312; -11.5973; 0.00631579; 14.1241; -3.6885; 0.00631579
33.68;  2.63597; -1.39895; -3.19361e-05; 3.19791e-05; -0.010727; 9.80999; 206.842; 206.863; 11.2866; -3.04074; -0.00252632; 2.70502; -1.38017; -0.00252632; 53.8954; -11.5966; -0.00252632; 14.1381; -3.68841; -0.00252632
33.696;  2.63597; -1.39895; -3.19361e-05; 3.18022e-05; -0.0107918; 9.80999; 206.946; 206.95; 11.2976; -3.04069; 0.00378947; 2.70692; -1.38017; 0.00378947; 53.9596; -11.5962; 0.00378947; 14.1522; -3.68844; 0.00378947
33.712;  2.63597; -1.39895; -3.19361e-05; 3.14016e-05; -0.0105315; 9.80999; 207.036; 207.029; 11.3086; -3.04061; 0.00757895; 2.70862; -1.38017; 0.00757895; 54.0239; -11.5963; 0.00757895; 14.1662; -3.68839; 0.00757895
33.728;  2.63597; -1.39895; -3.19361e-05; 3.07928e-05; -0.00994749; 9.80999; 207.155; 207.162; 11.3197; -3.04058; 0.00252632; 2.71114; -1.38015; 0.00252632; 54.0882; -11.5961; 0.00252632; 14.1802; -3.68828; 0.00252632
33.744;  2.63597; -1.39895; -3.19361e-05; 2.99904e-05; -0.00904658; 9.80999; 207.252; 207.263; 11.3307; -3.04057; 0.00126316; 2.71312; -1.38014; 0.00126316; 54.1525; -11.5956; 0.00126316; 14.1943; -3.68825; 0.00126316
33.76;  2.63597; -1.39895; -3.19361e-05; 2.90091e-05; -0.00784077; 9.80999; 207.382; 207.331; 11.3418; -3.04032; 0.0227368; 2.7151; -1.38014; 0.0227368; 54.2169; -11.5954; 0.0227368; 14.2083; -3.68823; 0.0227368
33.776;  2.63597; -1.39895; -3.19361e-05; 2.78638e-05; -0.00634713; 9.81; 207.457; 207.454; 11.3528; -3.04025; 0.00631579; 2.71708; -1.38009; 0.00631579; 54.2813; -11.5954; 0.00631579; 14.2223; -3.68791; 0.00631579
33.792;  2.63597; -1.39895; -3.19361e-05; 2.65701e-05; -0.00458754; 9.81; 207.554; 207.554; 11.3639; -3.04019; 0.00505263; 2.71906; -1.38008; 0.00505263; 54.3457; -11.5939; 0.00505263; 14.2364; -3.68782; 0.00505263
33.808;  2.63597; -1.39895; -3.19361e-05; 2.51442e-05; -0.00258835; 9.81; 207.666; 207.655; 11.3749; -3.04009; 0.00884211; 2.72118; -1.38007; 0.00884211; 54.4101; -11.5935; 0.00884211; 14.2504; -3.68775; 0.00884211
33.824;  2.63597; -1.39895; -3.19361e-05; 2.3603e-05; -0.000379956; 9.81; 207.745; 207.756; 11.386; -3.04008; 0.00126316; 2.72298; -1.38005; 0.00126316; 54.4746; -11.5932; 0.00126316; 14.2645; -3.68763; 0.00126316
33.84;  2.63597; -1.39895; -3.19361e-05; 2.19643e-05; 0.00200362; 9.81; 207.85; 207.857; 11.397; -3.04005; 0.00252632; 2.72503; -1.38005; 0.00252632; 54.5391; -11.5926; 0.00252632; 14.2785; -3.68761; 0.00252632
33.856;  2.63597; -1.39895; -3.19361e-05; 2.0246e-05; 0.0045253; 9.81; 207.947; 207.965; 11.4081; -3.04007; -0.00126316; 2.72708; -1.38005; -0.00126316; 54.6037; -11.5925; -0.00126316; 14.2926; -3.68757; -0.00126316
33.872;  2.63597; -1.39895; -3.19361e-05; 1.8467e-05; 0.00714549; 9.81; 208.062; 208.084; 11.4191; -3.04009; -0.00252632; 2.72942; -1.38005; -0.00252632; 54.6683; -11.5924; -0.00252632; 14.3067; -3.68759; -0.00252632
33.888;  2.63597; -1.39895; -3.19361e-05; 1.6646e-05; 0.00982272; 9.81; 208.159; 208.152; 11.4302; -3.04001; 0.00757895; 2.73108; -1.38005; 0.00757895; 54.7329; -11.5924; 0.00757895; 14.3207; -3.68763; 0.00757895
33.904;  2.63597; -1.39895; -3.19361e-05; 1.48023e-05; 0.0125143; 9.81; 208.256; 208.235; 11.4413; -3.03987; 0.0126316; 2.73288; -1.38004; 0.0126316; 54.7975; -11.5926; 0.0126316; 14.3348; -3.68752; 0.0126316
33.92;  2.63597; -1.39895; -3.19361e-05; 1.29549e-05; 0.0151768; 9.80999; 208.357; 208.361; 11.4523; -3.03983; 0.00378947; 2.73515; -1.38001; 0.00378947; 54.8622; -11.5921; 0.00378947; 14.3488; -3.68734; 0.00378947
33.936;  2.63597; -1.39895; -3.19361e-05; 1.1123e-05; 0.0177672; 9.80999; 208.447; 208.465; 11.4634; -3.03984; -0.00126316; 2.73709; -1.38; -0.00126316; 54.9269; -11.5913; -0.00126316; 14.3629; -3.68729; -0.00126316
33.952;  2.63597; -1.39895; -3.19361e-05; 9.32514e-06; 0.0202428; 9.80998; 208.541; 208.555; 11.4744; -3.03984; 1.96783e-15; 2.73893; -1.38001; 1.96783e-15; 54.9917; -11.591; 1.96783e-15; 14.3769; -3.68731; 1.96783e-15
33.968;  2.63597; -1.39895; -3.19361e-05; 7.57979e-06; 0.0225628; 9.80998; 208.638; 208.645; 11.4855; -3.03981; 0.00252632; 2.7408; -1.38001; 0.00252632; 55.0564; -11.5911; 0.00252632; 14.391; -3.68731; 0.00252632
33.984;  2.63597; -1.39895; -3.19361e-05; 5.90468e-06; 0.0246881; 9.80997; 208.768; 208.753; 11.4966; -3.0397; 0.0101053; 2.74318; -1.38; 0.0101053; 55.1212; -11.5911; 0.0101053; 14.4051; -3.68727; 0.0101053
34;  2.63597; -1.39895; -3.19361e-05; 4.31687e-06; 0.0265823; 9.80996; 208.872; 208.854; 11.5077; -3.03958; 0.0113684; 2.74523; -1.37998; 0.0113684; 55.1861; -11.591; 0.0113684; 14.4192; -3.68713; 0.0113684
34.016;  2.63597; -1.39895; -3.19361e-05; 2.77534e-06; 0.0282145; 9.80996; 208.962; 208.951; 11.5187; -3.03948; 0.00884211; 2.7471; -1.37996; 0.00884211; 55.251; -11.5903; 0.00884211; 14.4332; -3.68697; 0.00884211
34.032;  2.63597; -1.39895; -3.19361e-05; -1.21256e-06; 0.0295424; 9.80995; 209.07; 209.052; 11.5298; -3.03935; 0.0113684; 2.74919; -1.37994; 0.0113684; 55.3159; -11.5896; 0.0113684; 14.4473; -3.68684; 0.0113684
34.048;  2.63597; -1.39895; -3.19361e-05; -6.70274e-06; 0.0305532; 9.80995; 209.164; 209.164; 11.5409; -3.0393; 0.00505263; 2.75124; -1.37992; 0.00505263; 55.3808; -11.589; 0.00505263; 14.4614; -3.68668; 0.00505263
34.064;  2.63597; -1.39895; -3.19361e-05; -1.22588e-05; 0.0312305; 9.80994; 209.254; 209.272; 11.552; -3.03931; -0.00126316; 2.75322; -1.37991; -0.00126316; 55.4458; -11.5883; -0.00126316; 14.4755; -3.68661; -0.00126316
34.08;  2.63597; -1.39895; -3.19361e-05; -1.77942e-05; 0.0315691; 9.80994; 209.369; 209.372; 11.5631; -3.03927; 0.00378947; 2.75538; -1.37991; 0.00378947; 55.5108; -11.5879; 0.00378947; 14.4896; -3.68663; 0.00378947
34.096;  2.63597; -1.39895; -3.19361e-05; -2.32309e-05; 0.0315724; 9.80994; 209.444; 209.48; 11.5742; -3.03935; -0.00757895; 2.75722; -1.3799; -0.00757895; 55.5758; -11.588; -0.00757895; 14.5037; -3.68658; -0.00757895
34.112;  2.63597; -1.39895; -3.19361e-05; -2.84653e-05; 0.0312619; 9.80994; 209.563; 209.57; 11.5853; -3.03932; 0.00252632; 2.7593; -1.37992; 0.00252632; 55.6409; -11.5878; 0.00252632; 14.5178; -3.68668; 0.00252632
34.128;  2.63597; -1.39895; -3.19361e-05; -3.05419e-05; 0.0306064; 9.80995; 209.646; 209.675; 11.5964; -3.03938; -0.00505263; 2.76118; -1.37991; -0.00505263; 55.706; -11.5883; -0.00505263; 14.532; -3.68665; -0.00505263
34.144;  2.63597; -1.39895; -3.19361e-05; -3.12573e-05; 0.0296596; 9.80995; 209.761; 209.772; 11.6076; -3.03937; 0.00126316; 2.7633; -1.37992; 0.00126316; 55.7711; -11.5881; 0.00126316; 14.5461; -3.68672; 0.00126316
34.16;  2.63597; -1.39895; -3.19361e-05; -3.16811e-05; 0.0284273; 9.80995; 209.869; 209.873; 11.6187; -3.03932; 0.00378947; 2.76539; -1.37992; 0.00378947; 55.8362; -11.5884; 0.00378947; 14.5602; -3.6867; 0.00378947
34.176;  2.63597; -1.39895; -3.19361e-05; -3.1839e-05; 0.0269321; 9.80996; 209.966; 209.97; 11.6298; -3.03928; 0.00378947; 2.76733; -1.37991; 0.00378947; 55.9014; -11.5883; 0.00378947; 14.5744; -3.68665; 0.00378947
34.192;  2.63597; -1.39895; -3.19361e-05; -3.17508e-05; 0.0251995; 9.80997; 210.042; 210.071; 11.641; -3.03934; -0.00505263; 2.7691; -1.37991; -0.00505263; 55.9667; -11.5881; -0.00505263; 14.5885; -3.6866; -0.00505263
34.208;  2.63597; -1.39895; -3.19361e-05; -3.14329e-05; 0.0232583; 9.80997; 210.164; 210.172; 11.6521; -3.03931; 0.00252632; 2.77133; -1.37992; 0.00252632; 56.0319; -11.5878; 0.00252632; 14.6027; -3.68667; 0.00252632
34.224;  2.63597; -1.39895; -3.19361e-05; -3.08998e-05; 0.0211398; 9.80998; 210.262; 210.258; 11.6632; -3.03924; 0.00631579; 2.77316; -1.37991; 0.00631579; 56.0972; -11.5882; 0.00631579; 14.6168; -3.68663; 0.00631579
34.24;  2.63597; -1.39895; -3.19361e-05; -3.0165e-05; 0.0188776; 9.80998; 210.37; 210.377; 11.6744; -3.03921; 0.00252632; 2.77543; -1.3799; 0.00252632; 56.1625; -11.588; 0.00252632; 14.631; -3.68654; 0.00252632
34.256;  2.63597; -1.39895; -3.19361e-05; -2.92421e-05; 0.0165065; 9.80999; 210.456; 210.481; 11.6855; -3.03925; -0.00378947; 2.77734; -1.3799; -0.00378947; 56.2279; -11.5876; -0.00378947; 14.6452; -3.68651; -0.00378947
34.272;  2.76258; -1.39923; -3.19837e-05; -2.81452e-05; 0.0140626; 9.80999; 210.564; 210.557; 11.6967; -3.03917; 0.00757895; 2.77918; -1.3799; 0.00757895; 56.2933; -11.5874; 0.00757895; 14.6593; -3.68656; 0.00757895
34.288;  2.76258; -1.39923; -3.19837e-05; -2.68892e-05; 0.0115826; 9.81; 210.661; 210.661; 11.7078; -3.03911; 0.00505263; 2.78119; -1.37989; 0.00505263; 56.3587; -11.5877; 0.00505263; 14.6735; -3.68645; 0.00505263
34.304;  2.76258; -1.39923; -3.19837e-05; -2.549e-05; 0.0091029; 9.81; 210.766; 210.773; 11.719; -3.03908; 0.00252632; 2.78335; -1.37988; 0.00252632; 56.4242; -11.5872; 0.00252632; 14.6877; -3.68638; 0.00252632
34.32;  2.76258; -1.39923; -3.19837e-05; -2.39647e-05; 0.00665965; 9.81; 210.881; 210.863; 11.7301; -3.03896; 0.0113684; 2.7854; -1.37987; 0.0113684; 56.4896; -11.5869; 0.0113684; 14.7018; -3.68634; 0.0113684
34.336;  2.76258; -1.39923; -3.19837e-05; -2.23313e-05; 0.00428783; 9.81; 210.96; 210.974; 11.7413; -3.03896; 1.97758e-15; 2.78731; -1.37985; 1.97758e-15; 56.5552; -11.5867; 1.97758e-15; 14.716; -3.68618; 1.97758e-15
34.352;  2.76258; -1.39923; -3.19837e-05; -2.06087e-05; 0.00202087; 9.81; 211.072; 211.057; 11.7524; -3.03885; 0.0101053; 2.78925; -1.37985; 0.0101053; 56.6207; -11.5859; 0.0101053; 14.7302; -3.68618; 0.0101053
34.368;  2.76258; -1.39923; -3.19837e-05; -1.88166e-05; -0.000109791; 9.81; 211.183; 211.19; 11.7636; -3.03882; 0.00252632; 2.7917; -1.37982; 0.00252632; 56.6863; -11.5859; 0.00252632; 14.7444; -3.68604; 0.00252632
34.384;  2.76258; -1.39923; -3.19837e-05; -1.69752e-05; -0.0020752; 9.81; 211.27; 211.255; 11.7747; -3.0387; 0.0101053; 2.79321; -1.37982; 0.0101053; 56.7519; -11.5853; 0.0101053; 14.7585; -3.686; 0.0101053
34.4;  2.76258; -1.39923; -3.19837e-05; -1.51051e-05; -0.00384925; 9.81; 211.374; 211.363; 11.7859; -3.03861; 0.00884211; 2.79534; -1.3798; 0.00884211; 56.8175; -11.5851; 0.00884211; 14.7727; -3.68586; 0.00884211
34.416;  2.76258; -1.39923; -3.19837e-05; -1.32271e-05; -0.00540906; 9.81; 211.475; 211.478; 11.797; -3.03856; 0.00378947; 2.7975; -1.37978; 0.00378947; 56.8832; -11.5845; 0.00378947; 14.7869; -3.68574; 0.00378947
34.432;  2.76258; -1.39923; -3.19837e-05; -1.13616e-05; -0.00673527; 9.81; 211.565; 211.565; 11.8082; -3.03851; 0.00505263; 2.79926; -1.37977; 0.00505263; 56.9489; -11.5839; 0.00505263; 14.8011; -3.68568; 0.00505263
34.448;  2.76258; -1.39923; -3.19837e-05; -9.52888e-06; -0.0078123; 9.80999; 211.666; 211.666; 11.8194; -3.03845; 0.00505263; 2.80128; -1.37976; 0.00505263; 57.0147; -11.5836; 0.00505263; 14.8152; -3.68561; 0.00505263
34.464;  2.76258; -1.39923; -3.19837e-05; -7.74873e-06; -0.00862855; 9.80999; 211.777; 211.788; 11.8305; -3.03844; 0.00126316; 2.80362; -1.37975; 0.00126316; 57.0804; -11.5833; 0.00126316; 14.8294; -3.68554; 0.00126316
34.48;  2.76258; -1.39923; -3.19837e-05; -6.04003e-06; -0.00917652; 9.80999; 211.896; 211.864; 11.8417; -3.03825; 0.0164211; 2.80556; -1.37975; 0.0164211; 57.1462; -11.583; 0.0164211; 14.8436; -3.68552; 0.0164211
34.496;  2.76258; -1.39923; -3.19837e-05; -4.42077e-06; -0.00945291; 9.80999; 211.968; 211.957; 11.8529; -3.03815; 0.00884211; 2.80722; -1.37972; 0.00884211; 57.2121; -11.5829; 0.00884211; 14.8578; -3.68529; 0.00884211
34.512;  2.76258; -1.39923; -3.19837e-05; -2.94108e-06; -0.00945626; 9.80999; 212.062; 212.08; 11.8641; -3.03817; -0.00126316; 2.80938; -1.3797; -0.00126316; 57.2779; -11.5818; -0.00126316; 14.872; -3.68516; -0.00126316
34.528;  2.76258; -1.39923; -3.19837e-05; -5.99951e-08; -0.00920388; 9.80999; 212.173; 212.177; 11.8752; -3.03813; 0.00378947; 2.81147; -1.37971; 0.00378947; 57.3438; -11.5812; 0.00378947; 14.8862; -3.68518; 0.00378947
34.544;  2.76258; -1.39923; -3.19837e-05; 5.38739e-06; -0.00869518; 9.80999; 212.281; 212.27; 11.8864; -3.03803; 0.00884211; 2.81348; -1.3797; 0.00884211; 57.4098; -11.5813; 0.00884211; 14.9004; -3.68513; 0.00884211
34.56;  2.76258; -1.39923; -3.19837e-05; 1.09222e-05; -0.00793965; 9.80999; 212.35; 212.386; 11.8976; -3.03811; -0.00757895; 2.81532; -1.37968; -0.00757895; 57.4757; -11.581; -0.00757895; 14.9146; -3.685; -0.00757895
34.576;  2.76258; -1.39923; -3.19837e-05; 1.64554e-05; -0.00694459; 9.80999; 212.483; 212.479; 11.9088; -3.03804; 0.00631579; 2.81759; -1.3797; 0.00631579; 57.5417; -11.5805; 0.00631579; 14.9289; -3.68511; 0.00631579
34.592;  2.76258; -1.39923; -3.19837e-05; 2.19074e-05; -0.00571716; 9.81; 212.591; 212.576; 11.92; -3.03793; 0.0101053; 2.81964; -1.37969; 0.0101053; 57.6077; -11.581; 0.0101053; 14.9431; -3.68502; 0.0101053
34.608;  2.76258; -1.39923; -3.19837e-05; 2.71962e-05; -0.00425317; 9.81; 212.681; 212.652; 11.9312; -3.03776; 0.0151579; 2.82129; -1.37967; 0.0151579; 57.6738; -11.5805; 0.0151579; 14.9573; -3.68488; 0.0151579
34.624;  2.76258; -1.39923; -3.19837e-05; 3.04587e-05; -0.00260924; 9.81; 212.774; 212.774; 11.9424; -3.0377; 0.00505263; 2.82345; -1.37964; 0.00505263; 57.7399; -11.5799; 0.00505263; 14.9715; -3.68466; 0.00505263
