time; gps_x; gps_y; gps_z; acc_0; acc_1; acc_2; right_enc; left_enc; odo_acc_x; odo_acc_y; odo_acc_heading; odo_enc_x; odo_enc_y; odo_enc_heading; kalman_enc_x; kalman_enc_y; kalman_enc_heading; kalman_acc_x; kalman_acc_y; kalman_acc_heading
0.016;  nan; -nan; nan; 0.000175566; 0.00779269; 9.78579; 0.0072; -0.0072; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.032;  nan; -nan; nan; 0.000157199; 8.24754; 9.57853; 0.1044; 0.09; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.048;  nan; -nan; nan; 0.000158149; -4.38398; 9.78795; 0.198; 0.1836; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.064;  nan; -nan; nan; 0.000107586; 4.76009; 9.75453; 0.3096; 0.3132; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.08;  nan; -nan; nan; 9.95245e-05; 0.135932; 9.81003; 0.4068; 0.4032; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.096;  nan; -nan; nan; 5.15729e-05; 0.0970974; 9.81246; 0.5112; 0.5148; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.112;  nan; -nan; nan; 4.29571e-05; 0.0578946; 9.81257; 0.612; 0.5976; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.128;  nan; -nan; nan; 3.56148e-05; 0.0179972; 9.81252; 0.702; 0.7128; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.144;  nan; -nan; nan; 2.92912e-05; -0.0220075; 9.8123; 0.8028; 0.81; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.16;  nan; -nan; nan; 4.90925e-05; -0.0217829; 9.81143; 0.9036; 0.8892; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.176;  nan; -nan; nan; -8.34056e-06; -0.0210432; 9.80906; 1.0116; 1.008; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.192;  nan; -nan; nan; 1.65549e-05; -0.0198954; 9.81052; 1.098; 1.1016; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.208;  nan; -nan; nan; 1.31769e-05; -0.018295; 9.81042; 1.206; 1.1916; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.224;  nan; -nan; nan; 1.02126e-05; -0.016288; 9.81033; 1.3068; 1.2996; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.24;  nan; -nan; nan; 7.64343e-06; -0.0139065; 9.81027; 1.3968; 1.3968; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.256;  nan; -nan; nan; 4.14274e-06; -0.0112029; 9.81022; 1.5192; 1.5084; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.272;  nan; -nan; nan; -1.98523e-06; -0.00821345; 9.81018; 1.6128; 1.6236; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.288;  nan; -nan; nan; -8.07269e-06; -0.0049846; 9.81015; 1.7064; 1.6992; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.304;  nan; -nan; nan; -1.4057e-05; -0.00156051; 9.81012; 1.8; 1.8072; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.32;  nan; -nan; nan; -1.98795e-05; 0.00201534; 9.8101; 1.9008; 1.9332; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.336;  nan; -nan; nan; -2.5489e-05; 0.00571258; 9.81008; 1.9908; 2.0088; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.352;  nan; -nan; nan; -2.93359e-05; 0.00944202; 9.81007; 2.1132; 2.0808; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.368;  nan; -nan; nan; -3.03425e-05; 0.0131913; 9.81005; 2.2176; 2.1852; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.384;  nan; -nan; nan; -3.10105e-05; 0.0168974; 9.81003; 2.2896; 2.322; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.4;  nan; -nan; nan; -3.13772e-05; 0.0205096; 9.81002; 2.43; 2.412; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.416;  nan; -nan; nan; -3.14712e-05; 0.0239782; 9.81; 2.5092; 2.5272; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.432;  nan; -nan; nan; -3.13153e-05; 0.0272553; 9.80999; 2.6136; 2.5956; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.448;  nan; -nan; nan; -3.09287e-05; 0.030295; 9.80997; 2.7072; 2.7144; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.464;  nan; -nan; nan; -3.03284e-05; 0.0330546; 9.80996; 2.8116; 2.826; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.48;  nan; -nan; nan; -2.95299e-05; 0.035495; 9.80994; 2.9124; 2.9124; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.496;  nan; -nan; nan; -2.39633e-05; 0.03532; 9.80996; 2.9772; 3.0096; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.512;  nan; -nan; nan; -2.62762e-05; 0.0348042; 9.80985; 3.132; 3.1068; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.528;  nan; -nan; nan; -2.38904e-05; 0.033935; 9.80994; 3.222; 3.2256; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.544;  nan; -nan; nan; -2.28605e-05; 0.0327384; 9.80995; 3.3228; 3.2976; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.56;  nan; -nan; nan; -2.16307e-05; 0.0312277; 9.80995; 3.4092; 3.4092; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.576;  nan; -nan; nan; -2.02355e-05; 0.0294238; 9.80996; 3.5208; 3.5316; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.592;  nan; -nan; nan; -1.87056e-05; 0.0273515; 9.80996; 3.6072; 3.6072; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.608;  nan; -nan; nan; -1.70704e-05; 0.025039; 9.80997; 3.7224; 3.7404; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.624;  nan; -nan; nan; -1.5358e-05; 0.0225177; 9.80998; 3.8304; 3.816; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.64;  nan; -nan; nan; -1.35956e-05; 0.0198217; 9.80999; 3.9096; 3.9204; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.656;  nan; -nan; nan; -1.18094e-05; 0.0169873; 9.80999; 4.0248; 4.0212; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.672;  nan; -nan; nan; -1.00246e-05; 0.0140526; 9.81; 4.1148; 4.1256; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.688;  nan; -nan; nan; -8.26521e-06; 0.0110568; 9.81; 4.2156; 4.2408; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.704;  nan; -nan; nan; -6.55431e-06; 0.0080397; 9.81; 4.32; 4.32; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.72;  nan; -nan; nan; -4.91362e-06; 0.00504122; 9.81001; 4.4208; 4.4244; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.736;  nan; -nan; nan; -3.36373e-06; 0.00210177; 9.81001; 4.5144; 4.5; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.752;  nan; -nan; nan; -1.90311e-06; -0.000742256; 9.81001; 4.6224; 4.6224; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.768;  nan; -nan; nan; 3.36492e-06; -0.0034618; 9.81; 4.7412; 4.7232; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.784;  nan; -nan; nan; 8.88792e-06; -0.00601015; 9.81; 4.8276; 4.8204; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.8;  nan; -nan; nan; 1.44428e-05; -0.00834943; 9.81; 4.9068; 4.9068; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.816;  nan; -nan; nan; 1.99455e-05; -0.0104387; 9.80999; 5.04; 5.0256; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.832;  nan; -nan; nan; 2.53298e-05; -0.0122279; 9.80999; 5.13; 5.1264; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.848;  nan; -nan; nan; 2.99926e-05; -0.0137097; 9.80999; 5.22; 5.2344; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.864;  nan; -nan; nan; 3.10624e-05; -0.0148407; 9.80998; 5.3388; 5.3208; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.88;  nan; -nan; nan; 3.16523e-05; -0.0155978; 9.80998; 5.436; 5.4216; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.896;  nan; -nan; nan; 3.19585e-05; -0.0159686; 9.80998; 5.5332; 5.5368; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.912;  nan; -nan; nan; 3.20057e-05; -0.0159439; 9.80998; 5.6268; 5.6268; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.928;  nan; -nan; nan; 3.18137e-05; -0.0155207; 9.80998; 5.7132; 5.7348; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.944;  nan; -nan; nan; 3.13996e-05; -0.0147021; 9.80998; 5.832; 5.8248; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.96;  nan; -nan; nan; 3.07789e-05; -0.0134981; 9.80998; 5.922; 5.94; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.976;  nan; -nan; nan; 2.99663e-05; -0.0119245; 9.80999; 6.048; 6.0444; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0.992;  nan; -nan; nan; 2.89764e-05; -0.0100033; 9.80999; 6.1164; 6.1308; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1.008;  -2.08013e-07; -1.8232e-06; -3.19624e-05; 2.78244e-05; -0.00776234; 9.81; 6.2172; 6.2172; 3.56586e-06; 1.80171e-08; 0.00505263; 0.001872; 0; 0.00505263; 0; 0; 0.00505263; 0; 0; 0.00505263
1.024;  -2.08013e-07; -1.8232e-06; -3.19624e-05; 2.65258e-05; -0.00523444; 9.81; 6.318; 6.3324; 1.00505e-05; 1.80171e-08; 7.80626e-18; 0.00403197; 1.09136e-05; 7.80626e-18; 2.9952e-05; 0; 7.80626e-18; 3.56586e-06; 1.80171e-08; 7.80626e-18
1.04;  -2.08013e-07; -1.8232e-06; -3.19624e-05; 2.50966e-05; -0.00245739; 9.81; 6.426; 6.4116; 1.87425e-05; 1.05855e-07; 0.0101053; 0.00590397; 1.09136e-05; 0.0101053; 9.4463e-05; 3.25953e-07; 0.0101053; 1.00505e-05; 1.80171e-08; 0.0101053
1.056;  -2.08013e-07; -1.8232e-06; -3.19624e-05; 2.35539e-05; 0.000526882; 9.81001; 6.5304; 6.5376; 2.88788e-05; 1.31462e-07; 0.00252632; 0.00820785; 3.41958e-05; 0.00252632; 0.000188927; 3.25953e-07; 0.00252632; 1.87425e-05; 1.05855e-07; 0.00252632
1.072;  -2.08013e-07; -1.8232e-06; -3.19624e-05; 2.1915e-05; 0.00367285; 9.81001; 6.6384; 6.6276; 3.96531e-05; 2.26733e-07; 0.00884211; 0.0101878; 3.91979e-05; 0.00884211; 0.000320246; 1.65302e-06; 0.00884211; 2.88786e-05; 1.31462e-07; 0.00884211
1.088;  -2.08013e-07; -1.8232e-06; -3.19624e-05; 2.01979e-05; 0.00693212; 9.81001; 6.732; 6.7428; 5.06239e-05; 2.40591e-07; 0.00126316; 0.0122758; 5.76599e-05; 0.00126316; 0.000483251; 2.06482e-06; 0.00126316; 3.9653e-05; 2.26732e-07; 0.00126316
1.104;  -2.08013e-07; -1.8232e-06; -3.19624e-05; 1.8421e-05; 0.0102542; 9.81; 6.8328; 6.8184; 6.26404e-05; 3.62025e-07; 0.0101053; 0.0140398; 5.98882e-05; 0.0101053; 0.000679656; 3.8015e-06; 0.0101053; 5.06237e-05; 2.4059e-07; 0.0101053
1.12;  -2.08013e-07; -1.8232e-06; -3.19624e-05; 1.66032e-05; 0.0135871; 9.81; 6.9192; 6.9228; 7.6557e-05; 4.14762e-07; 0.00378947; 0.0159477; 7.91687e-05; 0.00378947; 0.000904292; 4.08525e-06; 0.00378947; 6.26401e-05; 3.62023e-07; 0.00378947
1.136;  -2.08013e-07; -1.8232e-06; -3.19624e-05; 1.47631e-05; 0.0168786; 9.80999; 7.0416; 7.0344; 9.32154e-05; 5.41018e-07; 0.00757895; 0.0182877; 8.8036e-05; 0.00757895; 0.00115944; 6.6637e-06; 0.00757895; 7.65565e-05; 4.14759e-07; 0.00757895
1.152;  -2.08013e-07; -1.8232e-06; -3.19624e-05; 1.29197e-05; 0.0200763; 9.80999; 7.1352; 7.1352; 0.000113435; 6.4318e-07; 0.00505263; 0.0202316; 0.000102769; 0.00505263; 0.00145204; 7.7725e-06; 0.00505263; 9.32148e-05; 5.41013e-07; 0.00505263
1.168;  -2.08013e-07; -1.8232e-06; -3.19624e-05; 1.10919e-05; 0.0231291; 9.80998; 7.2396; 7.236; 0.000137996; 7.98307e-07; 0.00631579; 0.0222836; 0.000113137; 0.00631579; 0.00177574; 1.02258e-05; 0.00631579; 0.000113434; 6.43175e-07; 0.00631579
1.184;  -2.08013e-07; -1.8232e-06; -3.19624e-05; 9.29814e-06; 0.0259877; 9.80997; 7.3404; 7.3368; 0.000167632; 9.85481e-07; 0.00631579; 0.0242995; 0.00012587; 0.00631579; 0.00213227; 1.20273e-05; 0.00631579; 0.000137995; 7.98301e-07; 0.00631579
1.2;  -2.08013e-07; -1.8232e-06; -3.19624e-05; 7.5566e-06; 0.0286054; 9.80996; 7.4304; 7.416; 0.00020301; 1.343e-06; 0.0101053; 0.0259915; 0.000136556; 0.0101053; 0.00252106; 1.44828e-05; 0.0101053; 0.000167631; 9.85474e-07; 0.0101053
1.216;  -2.08013e-07; -1.8232e-06; -3.19624e-05; 5.88494e-06; 0.0309388; 9.80995; 7.5276; 7.5312; 0.000244732; 1.50111e-06; 0.00378947; 0.0281154; 0.000158019; 0.00378947; 0.00293692; 1.71093e-05; 0.00378947; 0.000203009; 1.34299e-06; 0.00378947
1.232;  -2.08013e-07; -1.8232e-06; -3.19624e-05; 4.30013e-06; 0.0329485; 9.80994; 7.6356; 7.6248; 0.000293308; 1.93063e-06; 0.00884211; 0.0301314; 0.000165659; 0.00884211; 0.00338674; 2.16551e-05; 0.00884211; 0.00024473; 1.5011e-06; 0.00884211
1.248;  -2.08013e-07; -1.8232e-06; -3.19624e-05; 2.75236e-06; 0.0346016; 9.80993; 7.7436; 7.7328; 0.000349163; 2.42452e-06; 0.00884211; 0.0322913; 0.000184758; 0.00884211; 0.00386885; 2.3482e-05; 0.00884211; 0.000293306; 1.93062e-06; 0.00884211
1.264;  -2.08013e-07; -1.8232e-06; -3.19624e-05; 7.25032e-07; 0.0345964; 9.80994; 7.8444; 7.8336; 0.000412296; 2.98276e-06; 0.00884211; 0.0343072; 0.000202583; 0.00884211; 0.00438549; 2.80504e-05; 0.00884211; 0.000349161; 2.42451e-06; 0.00884211
1.28;  -2.08013e-07; -1.8232e-06; -3.19624e-05; -6.64942e-06; 0.0342032; 9.80988; 7.9488; 7.938; 0.000482605; 3.60446e-06; 0.00884211; 0.0363951; 0.000221045; 0.00884211; 0.00493439; 3.29039e-05; 0.00884211; 0.000412293; 2.98275e-06; 0.00884211
1.296;  -2.08013e-07; -1.8232e-06; -3.19624e-05; -1.15591e-05; 0.0334187; 9.80994; 8.0532; 8.0424; 0.000559891; 4.28785e-06; 0.00884211; 0.038483; 0.000239507; 0.00884211; 0.0055167; 3.80529e-05; 0.00884211; 0.000482603; 3.60444e-06; 0.00884211
1.312;  -2.08013e-07; -1.8232e-06; -3.19624e-05; -1.72799e-05; 0.0322647; 9.80994; 8.1252; 8.1252; 0.00064386; 4.71212e-06; 0.00505263; 0.040031; 0.000253195; 0.00505263; 0.00613241; 4.34972e-05; 0.00505263; 0.000559889; 4.28783e-06; 0.00505263
1.328;  -2.08013e-07; -1.8232e-06; -3.19624e-05; -2.28642e-05; 0.0307655; 9.80995; 8.2116; 8.2476; 0.000734124; 4.028e-06; -0.00757895; 0.042119; 0.000263744; -0.00757895; 0.00677289; 4.91605e-05; -0.00757895; 0.000643857; 4.7121e-06; -0.00757895
1.344;  -2.08013e-07; -1.8232e-06; -3.19624e-05; -2.81853e-05; 0.0289648; 9.80995; 8.334; 8.3304; 0.000830225; 4.63496e-06; 0.00631579; 0.0441709; 0.000248193; 0.00631579; 0.00744679; 5.25656e-05; 0.00631579; 0.000734121; 4.02798e-06; 0.00631579
1.36;  -2.08013e-07; -1.8232e-06; -3.19624e-05; -3.02061e-05; 0.0268532; 9.80996; 8.4312; 8.442; 0.000931623; 4.76304e-06; 0.00126316; 0.0462589; 0.00026138; 0.00126316; 0.00815352; 4.72092e-05; 0.00126316; 0.000830221; 4.63493e-06; 0.00126316
1.376;  -2.08013e-07; -1.8232e-06; -3.19624e-05; -3.09886e-05; 0.024506; 9.80997; 8.5392; 8.5428; 0.00103772; 5.16508e-06; 0.00378947; 0.0483469; 0.000264017; 0.00378947; 0.00889365; 5.18838e-05; 0.00378947; 0.000931619; 4.76302e-06; 0.00378947
1.392;  -2.08013e-07; -1.8232e-06; -3.19624e-05; -3.14643e-05; 0.02195; 9.80998; 8.64; 8.64; 0.00114785; 5.72154e-06; 0.00505263; 0.0503268; 0.00027152; 0.00505263; 0.0096672; 5.28609e-05; 0.00505263; 0.00103771; 5.16505e-06; 0.00505263
1.408;  -2.08013e-07; -1.8232e-06; -3.19624e-05; -3.16614e-05; 0.019227; 9.80999; 8.748; 8.7372; 0.00126132; 6.7249e-06; 0.00884211; 0.0523788; 0.000281888; 0.00884211; 0.0104724; 5.59124e-05; 0.00884211; 0.00114784; 5.72151e-06; 0.00884211
1.424;  -2.08013e-07; -1.8232e-06; -3.19624e-05; -3.16018e-05; 0.0163809; 9.80999; 8.8524; 8.8308; 0.0013774; 8.19129e-06; 0.0126316; 0.0543587; 0.000299396; 0.0126316; 0.0113105; 6.01468e-05; 0.0126316; 0.00126131; 6.72487e-06; 0.0126316
1.44;  -2.08013e-07; -1.8232e-06; -3.19624e-05; -3.13037e-05; 0.0134569; 9.81; 8.946; 8.928; 0.00149535; 9.53225e-06; 0.0113684; 0.0562666; 0.000323496; 0.0113684; 0.0121802; 6.78371e-05; 0.0113684; 0.0013774; 8.19124e-06; 0.0113684
1.456;  -2.08013e-07; -1.8232e-06; -3.19624e-05; -3.07832e-05; 0.0105008; 9.81; 9.0504; 9.0396; 0.00161442; 1.0585e-05; 0.00884211; 0.0584264; 0.000348051; 0.00884211; 0.0130804; 7.92086e-05; 0.00884211; 0.00149535; 9.5322e-06; 0.00884211
1.472;  -2.08013e-07; -1.8232e-06; -3.19624e-05; -3.00555e-05; 0.00755852; 9.81; 9.1548; 9.144; 0.00173384; 1.1641e-05; 0.00884211; 0.0605144; 0.000366513; 0.00884211; 0.0140152; 8.9836e-05; 0.00884211; 0.00161441; 1.0585e-05; 0.00884211
1.488;  -2.08013e-07; -1.8232e-06; -3.19624e-05; -2.91355e-05; 0.00467501; 9.81001; 9.2484; 9.252; 0.00185364; 1.2095e-05; 0.00378947; 0.0625303; 0.000384339; 0.00378947; 0.0149834; 9.83972e-05; 0.00378947; 0.00173383; 1.16409e-05; 0.00378947
1.504;  -2.08013e-07; -1.8232e-06; -3.19624e-05; -2.80387e-05; 0.0018939; 9.81001; 9.3492; 9.36; 0.00197454; 1.22477e-05; 0.00126316; 0.0646183; 0.000392251; 0.00126316; 0.0159838; 0.000107244; 0.00126316; 0.00185363; 1.20949e-05; 0.00126316
1.52;  -2.08013e-07; -1.8232e-06; -3.19624e-05; -2.67811e-05; -0.000743259; 9.81001; 9.4356; 9.4464; 0.00209721; 1.24027e-05; 0.00126316; 0.0663463; 0.000394434; 0.00126316; 0.0170177; 0.000111162; 0.00126316; 0.00197453; 1.22476e-05; 0.00126316
1.536;  -2.08013e-07; -1.8232e-06; -3.19624e-05; -2.53797e-05; -0.00319759; 9.81; 9.522; 9.5328; 0.00222227; 1.25606e-05; 0.00126316; 0.0680743; 0.000396617; 0.00126316; 0.0180793; 0.000112502; 0.00126316; 0.0020972; 1.24026e-05; 0.00126316
1.552;  -2.08013e-07; -1.8232e-06; -3.19624e-05; -2.38525e-05; -0.00543346; 9.81; 9.6588; 9.6264; 0.00235029; 1.4663e-05; 0.0164211; 0.0703783; 0.000399527; 0.0164211; 0.0191685; 0.000113878; 0.0164211; 0.00222226; 1.25606e-05; 0.0164211
1.568;  -2.08013e-07; -1.8232e-06; -3.19624e-05; -2.22181e-05; -0.00741896; 9.81; 9.7632; 9.7452; 0.0024818; 1.61581e-05; 0.0113684; 0.07261; 0.000436177; 0.0113684; 0.0202946; 0.000115301; 0.0113684; 0.00235028; 1.46629e-05; 0.0113684
1.584;  -2.08013e-07; -1.8232e-06; -3.19624e-05; -2.0496e-05; -0.0091264; 9.81; 9.8388; 9.846; 0.00261723; 1.65002e-05; 0.00252632; 0.0743739; 0.000456231; 0.00252632; 0.0214562; 0.000134377; 0.00252632; 0.00248179; 1.6158e-05; 0.00252632
1.6;  -2.08013e-07; -1.8232e-06; -3.19624e-05; -1.87065e-05; -0.0105327; 9.80999; 9.9468; 9.9612; 0.00275693; 1.65002e-05; -4.33681e-19; 0.0766058; 0.000461869; -4.33681e-19; 0.0226461; 0.000147905; -4.33681e-19; 0.00261721; 1.65001e-05; -4.33681e-19
1.616;  -2.08013e-07; -1.8232e-06; -3.19624e-05; -1.68698e-05; -0.0116195; 9.80999; 10.0476; 10.0296; 0.00290118; 1.81402e-05; 0.0113684; 0.0782978; 0.000461869; 0.0113684; 0.0238718; 0.000151002; 0.0113684; 0.00275692; 1.65001e-05; 0.0113684
1.632;  -2.08013e-07; -1.8232e-06; -3.19624e-05; -1.50067e-05; -0.0123739; 9.80999; 10.1412; 10.1556; 0.00305018; 1.81402e-05; 6.93889e-18; 0.0804937; 0.000486834; 6.93889e-18; 0.0251246; 0.000151002; 6.93889e-18; 0.00290116; 1.81401e-05; 6.93889e-18
1.648;  -2.08013e-07; -1.8232e-06; -3.19624e-05; -1.31379e-05; -0.012788; 9.80999; 10.2564; 10.242; 0.00320403; 1.96949e-05; 0.0101053; 0.0825097; 0.000486834; 0.0101053; 0.0264124; 0.000165643; 0.0101053; 0.00305016; 1.81401e-05; 0.0101053
1.664;  -2.08013e-07; -1.8232e-06; -3.19624e-05; -1.12837e-05; -0.0128595; 9.80999; 10.3608; 10.35; 0.00336275; 2.10983e-05; 0.00884211; 0.0846336; 0.000508297; 0.00884211; 0.0277326; 0.000165643; 0.00884211; 0.00320401; 1.96948e-05; 0.00884211
1.68;  -2.08013e-07; -1.8232e-06; -3.19624e-05; -9.46401e-06; -0.0125913; 9.80999; 10.4508; 10.4616; 0.00352628; 2.13049e-05; 0.00126316; 0.0866495; 0.000526122; 0.00126316; 0.0290867; 0.000179327; 0.00126316; 0.00336273; 2.10982e-05; 0.00126316
1.696;  -2.08013e-07; -1.8232e-06; -3.19624e-05; -7.69818e-06; -0.0119918; 9.80999; 10.548; 10.5552; 0.00369445; 2.17298e-05; 0.00252632; 0.0885575; 0.000528533; 0.00252632; 0.030473; 0.000191586; 0.00252632; 0.00352626; 2.13048e-05; 0.00252632
1.712;  -2.08013e-07; -1.8232e-06; -3.19624e-05; -6.00466e-06; -0.0110745; 9.80999; 10.656; 10.6452; 0.00386704; 2.32558e-05; 0.00884211; 0.0905375; 0.000533535; 0.00884211; 0.0318899; 0.000193375; 0.00884211; 0.00369443; 2.17296e-05; 0.00884211
1.728;  -2.08013e-07; -1.8232e-06; -3.19624e-05; -4.40093e-06; -0.00985772; 9.80999; 10.7424; 10.7424; 0.00404373; 2.41486e-05; 0.00505263; 0.0923734; 0.000549769; 0.00505263; 0.0333385; 0.000197035; 0.00505263; 0.00386701; 2.32557e-05; 0.00505263
1.744;  -2.08013e-07; -1.8232e-06; -3.19624e-05; -2.92984e-06; -0.00836222; 9.80999; 10.8576; 10.8468; 0.00422413; 2.57438e-05; 0.00884211; 0.0945694; 0.000560864; 0.00884211; 0.0348165; 0.000210103; 0.00884211; 0.0040437; 2.41484e-05; 0.00884211
1.76;  -2.08013e-07; -1.8232e-06; -3.19624e-05; 1.28909e-07; -0.00662755; 9.81; 10.9512; 10.944; 0.00440782; 2.71359e-05; 0.00757895; 0.0964773; 0.000577735; 0.00757895; 0.0363296; 0.000217749; 0.00757895; 0.00422411; 2.57436e-05; 0.00757895
1.776;  -2.08013e-07; -1.8232e-06; -3.19624e-05; 5.57345e-06; -0.0046747; 9.81; 11.0448; 11.052; 0.00459428; 2.7607e-05; 0.00252632; 0.0984933; 0.000593014; 0.00252632; 0.0378732; 0.000231398; 0.00252632; 0.00440779; 2.71358e-05; 0.00252632
1.792;  -2.08013e-07; -1.8232e-06; -3.19624e-05; 1.11025e-05; -0.00253446; 9.81; 11.1348; 11.1564; 0.00478297; 2.71303e-05; -0.00252632; 0.100437; 0.000597925; -0.00252632; 0.039449; 0.000243341; -0.00252632; 0.00459425; 2.76068e-05; -0.00252632
1.808;  -2.08013e-07; -1.8232e-06; -3.19624e-05; 1.6628e-05; -0.000234499; 9.81; 11.2392; 11.2572; 0.0049733; 2.68899e-05; -0.00126316; 0.102489; 0.000592741; -0.00126316; 0.041056; 0.000247401; -0.00126316; 0.00478294; 2.71301e-05; -0.00126316
1.824;  -2.08013e-07; -1.8232e-06; -3.19624e-05; 2.20706e-05; 0.00219879; 9.81; 11.3472; 11.3472; 0.00516464; 2.78567e-05; 0.00505263; 0.104469; 0.00059024; 0.00505263; 0.0426959; 0.000243258; 0.00505263; 0.00497327; 2.68897e-05; 0.00505263
1.84;  -2.08013e-07; -1.8232e-06; -3.19624e-05; 2.7365e-05; 0.00475166; 9.81; 11.4624; 11.4516; 0.00535634; 2.95518e-05; 0.00884211; 0.106665; 0.000601335; 0.00884211; 0.0443674; 0.000241147; 0.00884211; 0.00516461; 2.78565e-05; 0.00884211
1.856;  -2.08013e-07; -1.8232e-06; -3.19624e-05; 3.04486e-05; 0.0073513; 9.81; 11.5884; 11.5704; 0.00554834; 3.17346e-05; 0.0113684; 0.109113; 0.00062298; 0.0113684; 0.046074; 0.00024977; 0.0113684; 0.00535631; 2.95516e-05; 0.0113684
1.872;  -2.08013e-07; -1.8232e-06; -3.19624e-05; 3.12217e-05; 0.0100025; 9.81; 11.6604; 11.6568; 0.00574133; 3.29535e-05; 0.00631579; 0.110697; 0.000640988; 0.00631579; 0.0478198; 0.000265207; 0.00631579; 0.0055483; 3.17344e-05; 0.00631579
